text,category,keywords,campaign_id,action,target_gender,target_age_range,target_city,target_state,target_country,target_income_bucket,target_device,cpc,cpa,budget,date_range,time_range
DE 6pcs 5ml Portable Mini Refillable Perfume Scent Aftershave Atomizer Empty Spray Bottle with 2 Funnel Filler for Travel Purse,Home & Kitchen,"luggage,travel,accessories",b41f10cc-8fa0-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00041,0.0132,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '0:00:00'}"
Hyperflex Access Series 3/2mm Bibbed Surf Hood,Sports & Fitness,"outdoor,sports,water,sports,ater,sports,canoeing",d762dfbe-8fa5-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00014,0.0122,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '12:00:00'}"
Paralux – xtl 745 Magnifier Zoom Bino 7-45X DIN/JIS 60-6340-9,Tools & Hardware,"industrial,scientific,science,education",4831170c-8fa0-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00086,0.0102,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '11:00:00'}"
"Micro USB Cable Android, SMALLElectric (5-Pack, 6 FT) Long Charger USB to Micro USB Cables High Speed USB2.0 Sync and Charging Cord for Samsung, HTC, Xbox, PS4, Kindle, Nexus, MP3, Tablet and More",Electronics,"e,l,e,c,t,r,o,n,i,c,s,,,c,e,l,l,,,p,h,o,n,e,s",f4045832-8fa5-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '50', 'end': '60'}",All,All,India,All,All,0.00092,0.0040,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '8:00:00'}"
"Oral-B Complete Deep Clean Soft Bristles Toothbrush, 4 Count, Colors May Vary",Clothing & Accessories,"beauty,oral,care",056d97c8-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",Mumbai,Maharashtra,India,L,All,0.00144,0.0418,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '8:00:00'}"
Scotty Anchor Lock with Mount,Sports & Fitness,"sports,boating,sailing,boating",16fc359e-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '20', 'end': '30'}",Surat,Gujrat,India,All,All,0.00084,0.0211,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '14:00:00'}"
"NESCO VS-04R, Vacuum Sealer Replacement Roll Bags, 11.0 inch x 19.70 feet, 2 pack",Home & Kitchen,"home,kitchen,kitchen,dining",277de49e-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '60', 'end': '70'}",All,All,India,All,All,0.00142,0.0458,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '17:00:00'}"
Manifish Marine Boat 304 Stainless Steel Wall/Side Mounted 3 Rod Rack Fishing Rod Holder,Sports & Fitness,"sports,boating,sailing,boating",38de87ca-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,Android Mobile,0.00087,0.0389,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '13:00:00'}"
"UNITE 7 Seconds Conditioner, 33.8 oz.",Clothing & Accessories,"beauty,hair,care",46492bf4-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Bangalore,Karnataka,India,All,All,0.00111,0.0524,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '9:00:00'}"
12 Pcs Baby Angel Baptism Keychain with Nail Clipper and Opener Party Favors for Baby Boys and Girls/Bautizo Recuerdos/Gift for Guest/Christening Favors,Home & Kitchen,"h,o,m,e,,,k,i,t,c,h,e,n,,,e,v,e,n,t,,,p,a,r,t,y",7869236c-8f9e-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,H,All,0.00013,0.0395,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '9:00:00'}"
Lovhop Fish Tank Temperature Digital Aquarium Thermometer Sticker Scale Label Stick-on 1PC,Home & Kitchen,"pets,fish",236c9fd2-8fa4-11f0-b7f6-0e087721c0e9,Stop Campaign,M,"{'start': '0', 'end': '0'}",Chennai,Tamil Nadu,India,All,All,0.00025,0.0559,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '15:00:00'}"
"OREI 9"" Portable All Multi Region Free Zone DVD Player - 4 Hour Battery, USB input, Car Charger - USB Input Divx Playback",Electronics,"electronics,video",758c5710-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,H,All,0.00077,0.0353,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '17:00:00'}"
Nickelodeon Paw Patrol Toilet Training Seat - Red,Clothing & Accessories,"baby,potty,train",81f64de4-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Ahmedabad,Gujrat,India,M,All,0.00148,0.0195,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '23:00:00'}"
HERA UV Mist Cushion (SPF50+/PA+++) - #C23 Beige Cover(2018),Clothing & Accessories,"beauty,makeup",8f85b846-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,Windows Computer,0.00029,0.0244,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '23:00:00'}"
"Altec Lansing IMW577-AB Lifejacket 2 Bluetooth Speaker, IP67 Waterproof, Shockproof, Snowproof, Everything-Proof Rating, 30-Foot Range, 16 Hours Of Battery Life, Aqua Blue",Electronics,"electronics,portable,audio,video",a1591bda-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00079,0.0327,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '22:00:00'}"
"Kourpar Dog Harness Chest Strap Adjustable Fetch Mounting GoPro Hero 7 Hero 6/ Hero 5/5 Session/ 4 Session/Hero 4/ Hero 3+/ 3/2/ 3, Xiaoyi Other Action Cameras",Home & Kitchen,"pets,dogs",afeca04a-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00109,0.0212,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '18:00:00'}"
"Sinide Plastic Spray Bottles 30ML- 4 Pack 1oz Empty Portable Refillable Makeup Clear Sprayer Bottle with Fine Mist Sprayer for Perfume, Essential Oils, Liquids, Aromatherapy, Travel Size (4 Pack)",Clothing & Accessories,"beauty,tools,accessories",36865b0a-8fa2-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",Patna,Bihar,India,All,Android Mobile,0.00045,0.0177,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '21:00:00'}"
Under Armour Undeniable Backpack,Sports & Fitness,"o,u,t,d,o,o,r,,,s,p,o,r,t,s,,,c,a,m,p,i,n,g,,,h,i,k,i,n,g,,,p,i,n,g,,,h,i,k,i,n,g,,,b,a,g,s",4fa14d64-8f9f-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,All,0.00046,0.0510,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '13:00:00'}"
"Neewer 6 x 9FT / 1.8 x 2.8M Photo Studio 100% Pure Muslin Collapsible Backdrop Background for Photography,Video and Televison (Background ONLY) - White",Electronics,"electronics,accessories,supplies",7e364782-8fa5-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '20', 'end': '40'}",Bangalore,Karnataka,India,All,All,0.00067,0.0353,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '15:00:00'}"
Embark Jartop Elite Backpack-Red/White,Sports & Fitness,"outdoor,sports,camping,hiking,ping,hiking,bags",eb3463b8-8fa6-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,Windows Computer,0.00076,0.0431,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '10:00:00'}"
Embark Jartop Elite Backpack-Red/White,Sports & Fitness,"outdoor,sports,camping,hiking,ping,hiking,bags",eb3463b8-8fa6-11f0-b7f6-0e087721c0e9,Update Campaign,F,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,Windows Computer,0.00049,0.0080,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '10:00:00'}"
Hxchen Inch Hexagon #4-40x6+7 Galvanized Male to Female Thread Hexagon Hex Standoff Spacer Pillars - (100 Pcs),Tools & Hardware,"industrial,scientific,industrial,hardware",0664de10-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,All,All,0.00091,0.0393,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '14:00:00'}"
Sagester # 188 / Italy Hand-Made/Figure Ice Skating Dress/Swarovski Crystals,Sports & Fitness,"winter,sports,recreation,winter,sports,skating",44a50df4-8fa1-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00109,0.0445,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '19:00:00'}"
Le Toy Van Noah's Balancing Ark Set Premium Wooden Toys for Kids Ages 12 Months & Up,Clothing & Accessories,"baby,toys",24ca81f2-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,H,All,0.00052,0.0076,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '15:00:00'}"
DuraSafe Cases for iPad 4 / iPad 3 / iPad 2-9.7 Inch [ A1458 A1459 A1460 A1403 A1416 A1430 A1395 A1396 A1397 ] Smart Cover - Purple (UltraSlim),Computer,"computers,tablet,accessories",3366a452-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,Android Mobile,0.00115,0.0183,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '20:00:00'}"
"G & F Products 8128M Cowhide Leather Guard Finger Protection, Medium",Tools & Hardware,"industrial,scientific,health,safety,prod",401c1196-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,M,"{'start': '0', 'end': '0'}",All,All,India,M,All,0.00087,0.0067,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '23:00:00'}"
"iPad Mini 4 Keyboard Case, NOVT Folio Protective Case Shell Cover with Smart Wireless Bluetooth Keyboard Multi-Angle Stand for Apple iPad Mini 4 with 125 Degree Swivel Rotating (Silver)",Computer,"c,o,m,p,u,t,e,r,s,,,t,a,b,l,e,t,,,a,c,c,e,s,s,o,r,i,e,s",4eef6e2a-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,M,All,0.00101,0.0475,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '16:00:00'}"
"Aqualon RAQUA-201 Royal and Langnickel Wisp Short Handle Paint Brush Set, Filbert, 5-Piece",Arts & Crafts,"a,r,t,s,,,c,r,a,f,t,s,,,p,a,i,n,t,i,n,g,,,d,r,a,w,i,n,g",5dbe3328-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,All,Android Mobile,0.00132,0.0454,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '13:00:00'}"
"Lifetime Replacement Guarantee ToiletTree Professional Water Resistant Heavy Duty Steel Nose Trimmer with LED Light, Silver",Clothing & Accessories,"beauty,shave,hair",6e038e22-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,M,All,0.00013,0.0464,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '9:00:00'}"
Manifish Marine Boat 304 Stainless Steel Wall/Side Mounted 3 Rod Rack Fishing Rod Holder,Sports & Fitness,"sports,boating,sailing,boating",38de87ca-8fa6-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,Android Mobile,0.00087,0.0389,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '13:00:00'}"
"
    
    
        ",Tools & Hardware,"industrial,scientific,prof,medical,supplies",8b486200-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",Jaipur,Rajasthan,India,All,All,0.00108,0.0339,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '20:00:00'}"
Lewmar 12 lb. Fluke Anchor Package,Sports & Fitness,"sports,exercise,machine,parts",ebf409c6-8fa0-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '35', 'end': '50'}",All,All,India,M,All,0.00011,0.0281,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '10:00:00'}"
Rawlings  Men's Half Sleeve Performance Hoodie,Sports & Fitness,"team,sports,sports,basketball",a402c920-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,H,All,0.00072,0.0057,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '20:00:00'}"
"Altec Lansing IMW577-AB Lifejacket 2 Bluetooth Speaker, IP67 Waterproof, Shockproof, Snowproof, Everything-Proof Rating, 30-Foot Range, 16 Hours Of Battery Life, Aqua Blue",Electronics,"electronics,portable,audio,video",a1591bda-8fa6-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00079,0.0327,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '22:00:00'}"
Nahbou Baby Crib Tent - Crib Canopy: Net Cover Crib Tent to Keep Baby from Climbing Out and Safety Crib Tent to Keep Cats Out. Popup Crib Net and Crib Cover Protects Against Mosquito Bites & Toddlers,Home & Kitchen,"home,kitchen,kids",c4e61e88-8fa4-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,iPhone,0.00036,0.0189,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '15:00:00'}"
"
    
",Tools & Hardware,"i,n,d,u,s,t,r,i,a,l,,,s,c,i,e,n,t,i,f,i,c,,,t,e,s,t,s,,,m,e,a,s,u,r,e,m,e,n,t,s",cce58a4e-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,H,Android Mobile,0.00092,0.0524,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '22:00:00'}"
"Spigen Stand Folio Designed for Samsung Galaxy Tab A 10.5 Case (2018)(SM-T590, SM-T595) - Black",Computer,"c,o,m,p,u,t,e,r,s,,,t,a,b,l,e,t,,,a,c,c,e,s,s,o,r,i,e,s",d8f698b4-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00128,0.0114,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '22:00:00'}"
"Chamomile and Aloe Vera Ricitos de Oro Baby Wipes |Refillable Baby Wipes, Moisturize and Clean Baby; 80 Count",Clothing & Accessories,"baby,baby,care",ea858252-8fa7-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,H,All,0.00102,0.0330,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '16:00:00'}"
"iPhone 11 Case Wallet with Card Holder, Vaburs Embossed Butterfly Premium PU Leather Double Magnetic Buttons Flip Shockproof Protective Cover for iPhone 11 6.1 Inch(Rose Gold)",Electronics,"electronics,cell,phones",6cfccd5c-8fa4-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,All,All,0.00018,0.0246,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '9:00:00'}"
"AK Trading 60"" Wide Natural Muslin Fabric, 100% Cotton Fabric, Unbleached 1 Yard",Arts & Crafts,"arts,crafts,fabric",a448d824-8fa3-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Jaipur,Rajasthan,India,All,All,0.00020,0.0557,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '9:00:00'}"
"iPhone 11 Case Wallet with Card Holder, Vaburs Embossed Butterfly Premium PU Leather Double Magnetic Buttons Flip Shockproof Protective Cover for iPhone 11 6.1 Inch(Rose Gold)",Electronics,"electronics,cell,phones",6cfccd5c-8fa4-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,All,All,0.00018,0.0246,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '9:00:00'}"
"Bluetooth Headphones Neckband Earphones Sport Headphones for Running, Retractable Wireless Headset with HD Stereo, 15 Hours Play Time (Roes Gold)",Electronics,"electronics,headphones",274b22a0-8fa8-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,All,All,0.00078,0.0121,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '14:00:00'}"
"SGT KNOTS Twisted Nylon Anchor Rope (3/8 inch - 1/2 inch) with Thimble 3 Strand Braid - Rot, Chemical, Moisture, Abrasion Resistant - Anchor Rode Setup, Docking, Pulling, Hoist, Pulley, Camping",Sports & Fitness,"sports,hunting,fishing,fishing",3797ef58-8fa8-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",Coimbatore,Tamil Nadu,India,All,All,0.00122,0.0184,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '12:00:00'}"
DuraSafe Cases for iPad 4 / iPad 3 / iPad 2-9.7 Inch [ A1458 A1459 A1460 A1403 A1416 A1430 A1395 A1396 A1397 ] Smart Cover - Purple (UltraSlim),Computer,"computers,tablet,accessories",3366a452-8fa7-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,Android Mobile,0.00115,0.0183,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '20:00:00'}"
"Micro USB Cable Android, SMALLElectric (5-Pack, 6 FT) Long Charger USB to Micro USB Cables High Speed USB2.0 Sync and Charging Cord for Samsung, HTC, Xbox, PS4, Kindle, Nexus, MP3, Tablet and More",Electronics,"e,l,e,c,t,r,o,n,i,c,s,,,c,e,l,l,,,p,h,o,n,e,s",f4045832-8fa5-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '50', 'end': '60'}",All,All,India,All,All,0.00092,0.0040,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '8:00:00'}"
Ivory Crinkle Cut Paper Metallic Mix - 1/2 Lb Ivory and Gold Gift Basket Filling Christmas Shredded Paper,Arts & Crafts,"a,r,t,s,,,c,r,a,f,t,s,,,g,i,f,t,,,w,r,a,p,p,i,n,g",5ec4f7ec-8fa8-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00130,0.0305,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '20:00:00'}"
"Neewer 6 x 9FT / 1.8 x 2.8M Photo Studio 100% Pure Muslin Collapsible Backdrop Background for Photography,Video and Televison (Background ONLY) - White",Electronics,"electronics,accessories,supplies",7e364782-8fa5-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '40'}",Bangalore,Karnataka,India,All,All,0.00067,0.0353,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '15:00:00'}"
"SZHKM M3 Nylon Male Female Hex Utility Spacer Standoff Screw Nut Assortment Mounting Hardware Kit,Prototyping Accessories Spacer Standoff Varied Length Assortment Box 200 Pieces",Tools & Hardware,"industrial,scientific,fasteners",d0399914-8fa3-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Pune,Maharashtra,India,All,All,0.00050,0.0237,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '21:00:00'}"
Powell-Peralta McGill Skull and Snake T-Shirt,Sports & Fitness,"outdoor,recreation,reation,skates",dba3dee6-8fa2-11f0-b7f6-0e087721c0e9,Stop Campaign,M,"{'start': '20', 'end': '45'}",Pune,Maharashtra,India,All,All,0.00094,0.0589,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '14:00:00'}"
"OREI 9"" Portable All Multi Region Free Zone DVD Player - 4 Hour Battery, USB input, Car Charger - USB Input Divx Playback",Electronics,"electronics,video",758c5710-8fa6-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,H,All,0.00137,0.0297,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '17:00:00'}"
"20 Pcs Colorful Adjustable Silicone Fastening Cable Tie Wire Organizer Cable Strap for Cord Wire Management,Black",Tools & Hardware,"i,n,d,u,s,t,r,i,a,l,,,s,c,i,e,n,t,i,f,i,c,,,m,a,t,e,r,i,a,l,,,h,a,n,d,l,i,n,g",a7160a22-8fa8-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00133,0.0055,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '12:00:00'}"
"VersaPro T101LCS Diagnostics Direct B Nitrile Exam Glove, Non-Latex, Powder Free, Large (Pack of 10)",Home & Kitchen,"home,kitchen,cleaning,supplies",b3a7f912-8fa8-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",Mumbai,Maharashtra,India,All,All,0.00109,0.0140,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '11:00:00'}"
"Aqualon RAQUA-201 Royal and Langnickel Wisp Short Handle Paint Brush Set, Filbert, 5-Piece",Arts & Crafts,"a,r,t,s,,,c,r,a,f,t,s,,,p,a,i,n,t,i,n,g,,,d,r,a,w,i,n,g",5dbe3328-8fa7-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,All,Android Mobile,0.00132,0.0454,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '13:00:00'}"
"World Traveler Women's 21"" Carry-on Shoulder Tote Duffel Bag, Hot Lips, Inch",Home & Kitchen,"luggage,duffles",cfd3b0a4-8fa8-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '20', 'end': '40'}",Mumbai,Maharashtra,India,All,All,0.00064,0.0189,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '21:00:00'}"
Bowron Babycare Baby Stroller Lambskin Fleece,Clothing & Accessories,"baby,travel,gear",34202d42-8fa1-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,M,All,0.00072,0.0136,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '11:00:00'}"
Scotty Anchor Lock with Mount,Sports & Fitness,"sports,boating,sailing,boating",16fc359e-8fa6-11f0-b7f6-0e087721c0e9,Stop Campaign,F,"{'start': '20', 'end': '30'}",Surat,Gujrat,India,All,All,0.00084,0.0211,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '14:00:00'}"
Pawfly 8-Way Aquarium Air Flow Control Lever Valve Chromium Copper Distributor Fish Tank Splitter Pump Accessories,Home & Kitchen,"pets,fish",ffc40c64-8fa8-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",All,All,India,All,Windows Computer,0.00112,0.0059,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '21:00:00'}"
"SGT KNOTS Twisted Nylon Anchor Rope (3/8 inch - 1/2 inch) with Thimble 3 Strand Braid - Rot, Chemical, Moisture, Abrasion Resistant - Anchor Rode Setup, Docking, Pulling, Hoist, Pulley, Camping",Sports & Fitness,"sports,hunting,fishing,fishing",3797ef58-8fa8-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '40'}",Coimbatore,Tamil Nadu,India,All,All,0.00122,0.0184,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '12:00:00'}"
Pack of 10 16x20 WHITE Picture Mats with White Core Bevel Cut for 11x14 Pictures,Home & Kitchen,"home,kitchen,home,decor",190fc05a-8fa9-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00023,0.0192,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '17:00:00'}"
"practicalWs Marble Contact Paper Granite Gray/White Roll Kitchen countertop Cabinet Furniture is renovated Thick PVC Easy to Remove Without Leaving Marks Upgrade (24"" x 118"")",Home & Kitchen,"home,kitchen,common",2a2565c0-8fa9-11f0-b7f6-0e087721c0e9,New Campaign,M,"{'start': '0', 'end': '0'}",Hyderabad,Telangana,India,All,Android Mobile,0.00043,0.0303,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '13:00:00'}"
"TOGORE Extra Large Backpacks,Durable TSA Business Laptop Backpack with USB Charging Port,Water Resistant Travel College School Daily Computer Bag for Women & Men Fits 17 Inch Laptop Notebook,Grey",Home & Kitchen,"l,u,g,g,a,g,e,,,l,a,p,t,o,p,,,b,a,g,s",36c7f9aa-8fa9-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,M,All,0.00053,0.0515,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '15:00:00'}"
"Lyndex 500-064 5C Round Collet, 1"" Opening Size, 3.27"" Length, 1.485"" Top Diameter, 1.25"" Bottom Diameter",Tools & Hardware,"i,n,d,u,s,t,r,i,a,l,,,s,c,i,e,n,t,i,f,i,c,,,f,i,n,i,s,h,i,n,g,,,p,r,o,d,u,c,t,s",4512e2ae-8fa9-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00110,0.0111,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '22:00:00'}"
